Sector_score,LOCATION_ID,PARA_A,PARA_B,numbers,Money_Value,District_Loss,History,Score,Risk
1.99,8,1.4,0,5,0,2,0,2.2,0
1.99,8,1.14,0,5,41.82,2,0,2.6,1
1.99,8,0.45,0,5,0,2,0,2,0
1.99,27,0.6,0,5,0,2,0,2,0
1.99,29,0.85,0,5,0,2,0,2,0
1.99,9,1.19,0,5,29.76,2,0,2.6,1
1.99,32,1.23,0,5,0.11,2,0,2.2,0
1.99,32,1.12,0,5,0.05,2,0,2.2,0
1.99,16,1.53,0,5,0.03,4,0,2.4,0
1.99,16,0.77,0,5,0,4,0,2.2,0
1.99,16,0.56,0,5,0,4,0,2.2,0
1.99,16,1.82,0,5,85.13,4,0,2.8,1
1.99,16,0.44,0,5,0.04,4,0,2.2,0
1.99,15,1.46,0,5,0,2,0,2.2,0
1.99,15,1.12,0,5,10.98,2,0,2.6,1
1.99,13,1.56,0,5,0.1,2,0,2.2,0
1.99,13,0,0,5,0,2,0,2,0
1.99,18,0,0,5,0,2,0,2,0
1.85,2,11.24,9.49,5.5,173.02,2,0,4.4,1
1.85,6,3.7,0,5,0.12,2,0,2.4,0
1.85,6,8.53,0.16,5,0.52,2,0,2.6,1
1.85,6,0.47,1.59,5,1.24,2,0,2.6,0
1.85,8,0.95,1.33,5,0.07,4,0,2.8,1
1.85,8,13.15,1.63,5,1.19,4,0,3.2,1
1.85,8,3.17,0.44,5,0,4,0,2.6,1
1.85,8,7.02,1.77,5,0,4,0,3.2,1
1.85,16,0,0,5,0,2,0,2,0
1.85,8,0.95,0,5,0.13,4,0,2.4,1
1.85,8,0,0,5,10.53,4,0,2.6,1
1.85,16,9.19,4.2,5,0.52,2,0,3.6,1
1.85,19,9.14,1.22,5,0,6,0,3.4,1
1.85,6,0.26,0,5,0,2,0,2,0
1.85,31,3.05,0.05,5,0,2,0,2.4,0
1.85,4,0.56,72,5,0.51,2,0,3.2,1
1.85,4,2.96,0.15,5,0,2,0,2.4,0
1.85,31,2.48,0,5,0,2,0,2.4,0
1.85,14,9.94,0.44,5,0.15,2,0,2.4,1
1.85,14,5.13,0.09,5,0.01,2,0,2.4,0
1.85,43,2.49,0.29,5,0.49,2,0,2.4,0
1.85,5,7.22,0.28,5,0,2,0,2.4,1
1.85,5,0.71,0.66,5,0,2,0,2,0
1.85,19,19.21,2.47,5,0,6,0,4,1
1.85,19,0.18,0,5,0,6,0,2.6,1
1.85,19,5.9,0,5,0.74,6,0,3,1
1.85,19,4.04,0,5,0.79,6,0,2.8,1
1.85,19,2.81,0.11,5,19.45,6,0,3.2,1
1.85,19,5.87,0,5,0.44,6,0,2.8,1
1.85,19,1.75,0,5,0.35,6,0,2.6,1
1.85,19,2.05,0,5,3.53,6,0,2.8,1
1.85,19,0,0,5,0.04,6,0,2.6,1
1.85,16,3.67,0.18,5,0,2,0,2.4,0
1.85,9,0.64,0.95,5,0,2,1,2.2,0
1.85,9,7.37,1.64,5,0.08,2,0,3,1
1.85,9,10.79,0.67,5,0.04,2,0,2.4,1
1.85,11,10.02,0.95,5,0.43,2,0,2.4,1
1.85,11,0.44,0.62,5,0.64,2,0,2,0
1.85,12,2.89,0.11,5,0.04,2,0,2.4,0
1.85,12,0.6,1.14,5,0.43,2,0,2.6,0
1.85,8,0.79,1.01,5,0.57,2,0,2.6,0
1.85,8,3.26,0.36,5,0.02,2,0,2.4,0
1.85,8,8.94,1.32,5,0.02,2,0,3,1
1.85,27,4.6,1.17,5,0.04,2,0,3,0
1.85,29,7.01,1.12,5,0.1,2,0,3,1
1.85,29,1.04,0.91,5,0.37,2,0,2.2,0
1.85,9,2.81,0.41,5,0,2,0,2.4,0
1.85,9,0.7,0.6,5,0.51,2,0,2,0
1.85,32,0.78,0.97,5,0.97,2,0,2,0
1.85,32,7.09,1.95,5,0,2,0,3,1
1.85,32,1.39,1.1,5,0,2,0,2.8,0
1.85,8,2.46,0.37,5,0,2,0,2.4,0
1.85,4,2.48,0.1,5,0,2,0,2.4,0
1.85,15,1.28,1.75,5,0,2,0,2.8,0
1.85,15,3.83,0.28,5,0,2,0,2.4,0
1.85,15,3.74,0.55,5,0,2,0,2.4,0
1.85,15,11.44,1.41,5,0.04,2,0,3,1
1.85,13,4.99,0.64,5,0,2,0,2.4,0
1.85,13,8.25,1.59,5,0.02,2,0,3,1
1.85,13,0.25,1.8,5,0.74,2,0,2.6,0
1.85,18,7.2,0.43,5,0.01,2,0,2.4,1
1.85,18,0.73,1.24,5,0.2,2,0,2.6,0
1.85,43,5.2,0,5,0,2,0,2.4,0
1.85,19,1.16,0,5,0.11,6,0,2.6,1
1.85,19,0,0,5,0.19,6,0,2.4,1
1.85,6,0.65,0.03,5,0.14,2,0,2,0
1.85,6,0.79,0,5,3.54,2,0,2,0
1.85,19,3.28,0.25,5,0.04,6,0,2.8,1
1.85,19,0.9,0,5,0.13,6,0,2.4,1
1.85,9,5,0.54,5,0,2,0,2.4,0
1.85,9,7.07,0.72,5,0,2,0,2.4,1
1.85,14,1.08,1.98,5,3.92,2,0,2.8,0
1.85,13,3.46,0.09,5,0.06,2,0,2.4,0
1.85,22,0.6,1.08,5,0.33,2,0,2.6,0
1.85,22,3.92,1.08,5,0,2,0,3,0
1.85,22,7.84,2.81,5,0,2,0,3.8,1
1.85,8,0.99,0,5,0,4,0,2.2,0
1.85,2,0.17,0.11,5,0,2,0,2,0
1.85,19,45.23,36.18,5,0,6,0,4,1
1.85,11,1.69,0.21,5,0,2,0,2.2,0
1.85,43,0.18,0.63,5,0,2,0,2,0
1.85,31,0.01,0.91,5,0,2,0,2,0
1.85,16,0.88,1.5,5,0.19,2,0,2.6,0
1.85,2,1.17,0.15,5,0,2,0,2.2,0
1.85,8,0,0,5,0,4,0,2.2,0
1.85,16,0,0,5,0,2,0,2,0
1.85,8,0,0,5,0.2,4,0,2.2,0
1.85,6,0,0,5,0,2,0,2,0
1.85,19,0,0,5,0,6,0,2.4,1
1.85,19,0.99,0.11,5,0,6,0,2.4,1
1.85,8,0.21,0,5,0,2,0,2,0
1.85,14,2.2,0.28,5,0,2,0,2.4,0
1.85,2,3.31,0.17,5,0,2,0,2.4,0
1.85,4,2.43,0.27,5,0,2,0,2.4,0
1.85,12,13.91,0.5,5,0.19,2,0,2.4,1
2.36,1,1.71,0,6.5,88.4,6,4,4.4,1
2.37,1,1.13,3.85,6.5,20.89,6,0,5,1
2.37,2,17.53,0,6.5,94.75,6,4,4.4,1
2.37,4,0.56,0.7,5,0,6,0,2.4,1
2.37,8,0.56,0.08,5,0.05,6,0,2.4,1
2.34,2,3.95,0,5.5,83.96,6,1,3.8,1
2.34,4,0,0,5,0,2,0,2,0
2.34,5,0,0,5,0,2,0,2,0
2.34,2,0,0,5,0,2,0,2,0
2.34,19,0,0,5,0,2,0,2,0
15.56,2,20.65,0,6,397.31,6,1,4.2,1
15.56,1,3.73,2.82,6,160.41,6,0,5.2,1
15.56,19,0,0,5,23.97,6,0,2.8,1
17.68,1,2.52,20.28,5,70.56,6,0,4.4,1
21.61,2,3.14,5.68,5.5,11.33,4,0,4.6,1
21.61,6,0.88,1.07,5,0.76,2,0,2.6,0
21.61,8,0.8,0.82,5,1.32,2,0,2,0
21.61,4,0.7,0.72,5,0,2,0,2,0
21.61,5,0,0.39,5,0.24,2,0,2,0
21.61,5,0.33,0,5,0,2,0,2,0
21.61,5,0.28,0.16,5,0,2,0,2,0
21.61,14,0.19,0.27,5,0.65,2,0,2,0
21.61,19,0.53,0.62,5,0.01,2,0,2,0
21.61,19,0.46,0.88,5,0.58,2,0,2,0
21.61,19,0.31,0.28,5,0,2,0,2,0
21.61,9,85,1.06,5,0,6,0,3.4,1
21.61,11,0.75,0.9,5,1.4,2,0,2,0
21.61,12,0.85,0.93,5,0,2,0,2,0
21.61,8,0.34,0.36,5,0.03,2,0,2,0
21.61,8,0.66,0.81,5,0.03,2,0,2,0
21.61,9,0.59,0.69,5,0,2,0,2,0
21.61,32,0.61,0.63,5,0,2,0,2,0
21.61,16,0.72,0.8,5,0.02,2,0,2,0
21.61,16,0.37,0.1,5,0,2,0,2,0
21.61,16,0.62,0.71,5,0.08,2,0,2,0
21.61,15,0.98,1.14,5,0,2,0,2.6,0
21.61,13,0.32,0,5,0,2,0,2,0
21.61,13,0.56,0.63,5,0.09,2,0,2,0
21.61,18,0.54,0.56,5,0.8,2,0,2,0
21.61,29,0.63,0.69,5,0.32,2,0,2,0
21.61,22,0.37,0.46,5,0,2,0,2,0
21.61,14,0,0,5,0,2,0,2,0
21.61,8,0.29,0.33,5,0,2,0,2,0
21.61,4,0.67,0.76,5,0,2,0,2,0
21.61,19,0.43,0,5,0,2,0,2,0
21.61,2,0.67,0.75,5,0.39,2,0,2,0
21.61,5,0.84,1.09,5,0,2,0,2.6,0
21.61,43,0.52,0.68,5,0,2,0,2,0
21.61,8,0.38,0.48,5,0.33,2,0,2,0
21.61,12,0.19,0.23,5,0,2,0,2,0
21.61,16,0.27,0.35,5,0,2,0,2,0
21.61,32,0.34,0.27,5,0,2,0,2,0
21.61,22,0.02,0.66,5,0,2,0,2,0
21.61,31,0,0,5,0.03,2,0,2,0
21.61,4,0,0,5,0,2,0,2,0
59.85,1,1.94,6.69,5.5,13.3,6,1,4.8,1
59.85,8,0,0,5,0.29,2,0,2,0
59.85,39,0,0,5,3.3,2,0,2,0
59.85,4,0.27,0,5,16.09,2,0,2.4,1
59.85,5,0,0,5,1.44,2,0,2,0
59.85,19,0.03,0,5,1.66,2,0,2,0
59.85,9,0,0,5,0.19,2,0,2,0
59.85,11,0,0,5,0.7,2,0,2,0
59.85,12,0.05,0,5,0.63,2,0,2,0
59.85,8,0,0,5,0.93,2,0,2,0
59.85,29,0.03,0,5,1.22,2,0,2,0
59.85,2,0,0,5,1.2,2,0,2.2,0
59.85,9,0.01,0.11,5,1.03,2,0,2,0
59.85,32,0,0,5,2.86,2,0,2,0
59.85,16,0.03,0,5,1.55,2,0,2,0
59.85,15,0,0,5,2.39,2,0,2,0
59.85,13,0.07,0,5,10.4,2,0,2.4,1
59.85,18,0,0,5,1.3,4,0,2.2,0
59.85,4,0.31,0,5,0,2,0,2,0
59.85,4,0.15,0,5,0.05,2,0,2,0
59.85,4,0,0,5,0,2,0,2,0
59.85,4,0.01,0,5,0.6,2,0,2,0
59.85,5,0.15,0,5,0,2,0,2,0
59.85,19,0.2,0.28,5,0,2,0,2,0
59.85,9,0.06,0,5,0,2,0,2,0
59.85,9,0.3,0,5,0,2,0,2,0
59.85,9,0,0,5,0,2,0,2,0
59.85,32,0,0,5,0,2,0,2,0
59.85,7,0.29,0,5,0.04,2,0,2,0
59.85,13,0.48,0,5,0,2,0,2,0
59.85,21,0.39,0.39,5,0.17,4,0,2.2,0
59.85,21,0.21,0,5,0.33,4,0,2.2,0
59.85,1,0,0,5,0,2,0,2,0
59.85,21,0.42,0,5,0,4,0,2.2,0
59.85,28,0.04,0,5,0.22,2,0,2,0
59.85,14,0,0.22,5,0,2,0,2,0
59.85,43,0,0,5,0,2,0,2,0
55.57,32,0.29,0.39,5.5,0.05,2,0,2.4,0
55.57,9,0,1.96,5,0.4,2,0,2.6,0
55.57,6,2.24,7.26,5,0.24,2,0,3.6,1
55.57,6,0.62,0.42,5,0,2,0,2,0
55.57,8,1.7,5.91,5,3.68,4,0,3.6,1
55.57,8,0.95,0.72,5,0,4,0,2.2,0
55.57,2,0,0,5.5,85.05,6,0,3.2,1
55.57,2,2.59,111.9,5,8.47,6,0,4.2,1
55.57,2,6.48,43.08,5,253.12,6,2,4.8,1
55.57,4,1.2,0.54,5,0.45,2,0,2.2,0
55.57,4,0.26,0.21,5,0.05,2,0,2,0
55.57,5,0.7,0.19,5,0,2,0,2,0
55.57,5,1.59,0.13,5,0.11,2,0,2.2,0
55.57,19,0,0,5,0.02,2,0,2,0
55.57,19,3.14,4.97,5,6.41,2,1,4,1
55.57,20,0.68,1.47,5,0,2,0,2.6,0
55.57,9,0.67,1.71,5,0,2,0,2.6,0
55.57,9,2.54,5.52,5,0.49,2,0,3.6,1
55.57,11,1.84,4.25,5,0.82,2,0,3.4,0
55.57,8,0,0,5,0,2,0,2,0
55.57,12,3.1,4.66,5,0.59,2,0,3.6,1
55.57,12,0.79,0.46,5,0.28,2,0,2,0
55.57,12,0.38,0.09,5,0,2,0,2,0
55.57,8,2.41,4.69,5,0.25,2,0,3.6,1
55.57,8,0,0,5,0,2,0,2,0
55.57,29,1.26,1.58,5,6.5,2,0,3,1
55.57,29,0.6,0.46,5,0,2,0,2,0
55.57,2,1.24,2.27,5,0,6,0,3.8,1
55.57,1,0,0,5,0,6,0,2.4,1
55.57,44,0.0006,1.11,5,0,6,0,3,1
55.57,9,1.49,2.34,5,0.25,2,0,3.4,0
55.57,32,1.27,2,5,0.18,2,0,3.4,0
55.57,16,2.42,3.53,5,6.31,2,0,3.8,1
55.57,15,0.69,0.81,5,0,2,0,2,0
55.57,15,1.85,4.16,5,0.51,2,0,3.4,0
55.57,15,1.85,4.16,5,1.65,2,0,3.4,0
55.57,13,2.45,5.47,5,5.61,2,0,3.8,1
55.57,13,0.54,0.67,5,0,2,0,2,0
55.57,22,0,0,5,0,2,0,2,0
55.57,18,1.45,5.79,5,0.69,2,0,3.4,1
55.57,6,0.84,0,5,0,2,0,2,0
55.57,6,0,0,5,0,2,0,2,0
55.57,6,0.11,0,5,0,2,0,2,0
55.57,16,0.49,0,5,0,2,0,2,0
55.57,6,0.41,0,5,0,2,0,2,0
55.57,25,0.56,0,5,0,2,0,2,0
55.57,6,0.87,0,5,0.1,2,0,2,0
55.57,25,0.5,0,5,0,2,0,2,0
55.57,6,0,0,5,0.02,2,0,2,0
55.57,6,0.38,0.49,5,0,2,0,2,0
55.57,6,0,0.03,5,0,2,0,2,0
55.57,37,0.17,0,5,0,2,0,2,0
55.57,8,0.84,0,5,0,4,0,2.2,0
55.57,37,0.49,4.78,5,0,2,0,3.2,0
55.57,8,0.67,0.41,5,0.99,4,0,2.2,0
55.57,8,0.45,8.27,5,9.43,4,0,3.6,1
55.57,8,0,0,5,0,4,0,2.2,0
55.57,8,0.68,0,5,0,4,0,2.2,0
55.57,8,0.99,0,5,0,4,0,2.2,0
55.57,8,0.29,0,5,0,4,0,2.2,0
55.57,8,1.67,0,5,0.06,4,0,2.4,0
55.57,8,1.05,2.17,5,0,4,0,3.6,1
55.57,2,0.74,0,5,0,6,0,2.4,1
55.57,2,0,0,5,0,6,0,2.4,1
55.57,4,0.51,1.36,5,0,2,0,2.6,0
55.57,4,0.74,0,5,0.15,2,0,2,0
55.57,4,0.23,0,5,,2,0,2,0
55.57,4,0,1.3,5,0,2,0,2.6,0
55.57,4,0.49,0,5,0,2,0,2,0
55.57,4,0.73,0,5,0,2,0,2,0
55.57,4,0.28,0.25,5,0,2,0,2,0
55.57,4,0.32,0,5,0,2,0,2.2,0
55.57,14,0.21,0,5,0,2,0,2,0
55.57,14,1.63,0,5,0,2,0,2.2,0
55.57,36,0.8,0,5,0,2,0,2,0
55.57,5,0,0,5,0,2,0,2,0
55.57,43,0.83,0,5,0,2,0,2,0
55.57,5,0.57,1.26,5,0.1,2,0,2.6,0
55.57,5,0.71,0,5,0,2,0,2,0
55.57,5,0.15,0,5,0,2,0,2,0
55.57,5,1.26,0,5,0,2,0,2.2,0
55.57,5,0,0,5,0.01,2,0,2,0
55.57,43,0,0,5,0,2,0,2,0
55.57,5,0,0,5,0,2,0,2,0
55.57,5,0.09,0,5,0,2,0,2,0
55.57,5,0.51,0.03,5,0,2,0,2,0
55.57,5,0.49,0,5,0.02,2,0,2,0
55.57,19,1.1,0,5,0,2,0,2.2,0
55.57,8,1.14,0,5,0,4,0,2.4,0
55.57,19,0,0,5,0,2,0,2,0
55.57,19,2.3,0,5,0,2,0,2.4,0
55.57,19,1.6,0.49,5,88.34,2,0,2.6,1
55.57,19,1.49,0,5,0,2,0,2.2,0
55.57,19,0.24,0,5,0,2,0,2,0
55.57,19,0.42,0,5,0,2,0,2,0
55.57,19,1.07,0.16,5,0,2,0,2.2,0
55.57,22,1.39,0,5,0,2,0,2.2,0
55.57,22,0.07,0,5,0,2,0,2,0
55.57,9,0.49,0.4,5,0,2,0,2,0
55.57,9,0.88,0.54,5,0.11,2,0,2,0
55.57,19,0,1.74,5,0,2,0,2.6,0
55.57,9,1.28,0,5,0.22,2,0,2.2,0
55.57,9,0,0,5,0,2,0,2,0
55.57,9,0,0,5,0,2,0,2,0
55.57,9,0.21,0,5,0,2,0,2,0
55.57,9,0.92,0,5,0,2,0,2,0
55.57,9,0.17,0,5,0,2,0,2,0
55.57,9,0.26,0.0021,5,0,2,0,2,0
55.57,9,0.78,0,5,0,2,0,2,0
55.57,11,0.98,0,5,0,2,0,2,0
55.57,11,0.27,0.0017,5,0,2,0,2,0
55.57,11,0.41,0.11,5,0,2,0,2,0
55.57,11,0.74,0,5,0.71,2,0,2,0
55.57,11,0.82,2.92,5,0,2,0,3.2,0
55.57,12,0,11.68,5,0,2,0,3.2,1
55.57,12,0.61,0,5,0,2,0,2,0
55.57,12,0.62,0.47,5,0.58,2,0,2,0
55.57,12,0,0,5,3.57,2,0,2,0
55.57,12,0,0,5,0,2,0,2,0
55.57,12,0,0,5,0,2,0,2,0
55.57,12,0,0,5,0,2,0,2,0
55.57,12,1.08,0,5,0,2,0,2.2,0
55.57,12,0.7,0,5,0,2,0,2,0
55.57,8,1.36,0,5,0,2,0,2.2,0
55.57,8,0,5.24,5,0,2,0,3.2,0
55.57,8,0.32,0.17,5,0,2,0,2,0
55.57,8,0.33,0.0013,5,0,2,0,2,0
55.57,8,1.08,0.92,5,0.04,2,0,2.2,0
55.57,8,0,0,5,0,2,0,2,0
55.57,8,0.6,0,5,0,2,0,2,0
55.57,27,0.76,0,5,0,2,0,2,0
55.57,27,0,2.99,5,0.06,2,0,3.2,0
55.57,29,0,0,5,0,2,0,2,0
55.57,29,0.49,0.28,5,0.07,2,0,2,0
55.57,29,0,0.81,5,0,2,0,2,0
55.57,29,0.41,0,5,0,2,0,2,0
55.57,27,0,0,5,0,2,0,2,0
55.57,29,0.82,0,5,0,2,0,2,0
55.57,29,0.32,0.0009,5,0,2,0,2,0
55.57,27,0,0,5,0,2,0,2,0
55.57,2,0,0,5,0,6,0,2.4,1
55.57,2,1.06,0.63,5,0.9,6,0,2.6,1
55.57,28,0,0,5,0,2,0,2,0
55.57,28,0,0,5,0.13,2,0,2,0
55.57,17,0,0,5,0,2,0,2,0
55.57,9,0.51,1.63,5,1.8,2,0,2.6,0
55.57,9,1.06,0,5,0,2,0,2.2,0
55.57,9,0.71,0.25,5,0,2,0,2,0
55.57,32,0,8.49,5,0.43,2,0,3.2,1
55.57,32,1.6,0,5,0,2,0,2.2,0
55.57,32,0.3,0.0023,5,0,2,0,2,0
55.57,16,0.47,0.46,5,0.42,2,0,2,0
55.57,16,0,0,5,0.02,2,0,2,0
55.57,16,1.19,0,5,0,2,0,2.2,0
55.57,16,0,1.29,5,0,2,0,2.6,0
55.57,16,0.7,0.79,5.5,1.91,2,0,2.4,0
55.57,22,0.83,0,5,0.14,2,0,2,0
55.57,16,0.74,0,5,2.4,2,0,2,0
55.57,16,0.2,0,5,0,2,0,2,0
55.57,15,1.4,0.06,5,0,2,0,2.2,0
55.57,15,0.4,0.0025,5,0,2,0,2,0
55.57,15,0.85,1,5,0.4,2,0,2.6,0
55.57,15,0,0.88,5,0.07,2,0,2,0
55.57,15,0,0,5,0,2,0,2,0
55.57,15,1.12,0,5,0,2,0,2.2,0
55.57,15,1.28,0,5,0,2,0,2.2,0
55.57,15,0,0,5,0,2,0,2,0
55.57,13,0,1.16,5,0,2,0,2.6,0
55.57,13,0.1,0,5,0,2,0,2,0
55.57,13,1.06,1.6,5,16.09,2,0,3.2,1
55.57,13,0.25,0.0017,5,0,2,0,2,0
55.57,13,0.31,0.0015,5,0,2,0,2,0
55.57,13,0,0,5,0,2,0,2,0
55.57,13,0.84,0,5,0,2,0,2,0
55.57,13,1.09,0,5,0,2,0,2.2,0
55.57,13,1.29,0,5,0,2,0,2.2,0
55.57,13,0.51,0.37,5,0,2,0,2,0
55.57,21,0.09,0,5,0,2,0,2,0
55.57,18,0.39,0.91,5,0,2,0,2,0
55.57,21,1.07,0,5,0,2,0,2.2,0
55.57,25,0,0,5,0,2,0,2,0
55.57,32,0.5,2.97,5,0.18,2,0,3.2,0
55.57,22,0.49,0.55,5,0,2,0,2,0
55.57,14,0.84,0.65,5,0,2,0,2,0
55.57,12,0.9,1.11,5,0,2,0,2.6,0
55.57,12,0,0,5,0,2,0,2,0
55.57,14,0.59,0,5,0,2,0,2,0
55.57,36,0.02,0,5,0,2,0,2,0
55.57,14,1.48,4.48,5,0,2,0,3.4,0
55.57,22,0,3.3,5,0,2,0,3.2,0
55.57,8,0.8,0.57,5,0,2,0,2,0
55.57,18,0.36,0.54,5,0.21,2,0,2,0
55.57,9,0.44,0.53,5,0,2,0,2,0
55.57,16,0.51,0.5,5,0.09,2,0,2,0
55.57,18,0.75,0.45,5,0,2,0,2,0
55.57,9,0.49,0.4,5,0,2,0,2,0
55.57,16,0.47,0.37,5,0,2,0,2,0
55.57,14,0.24,0.04,5,0,2,0,2,0
55.57,18,0.2,0,5,0,2,0,2,0
55.57,15,0,0,5,0.32,2,0,2,0
